Noise,LEA,CN,HCN,Vibration,20LOG10VDV,CV,HCV,Combinations,CT,HCT,TLOG10VDV,T20LOG10VDV,TLEA
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,71
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,71
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,71
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,71
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,71
,,,,,,,,,3.192833637,0,-0.359892812,-7.197856233,71
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,71
,,,,,,,,V5N4,5.297576177,1,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,77
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,77
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,77
,,,,,,,,,3.883237714,0,-0.359892812,-7.197856233,77
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,77
,,,,,,,,,3.883237714,0,-0.359892812,-7.197856233,77
,,,,,,,,,3.883237714,0,-0.359892812,-7.197856233,77
,,,,,,,,,3.192833637,0,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,77
,,,,,,,,,3.192833637,0,-0.359892812,-7.197856233,77
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,77
,,,,,,,,V5N5,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,83
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,3.883237714,0,-0.359892812,-7.197856233,83
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,83
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,83
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,83
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,83
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,83
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,83
,,,,,,,,V5N6,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,89
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,89
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,4.537024483,0,-0.359892812,-7.197856233,89
,,,,,,,,,5.297576177,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
,,,,,,,,,6.237370812,1,-0.359892812,-7.197856233,89
